Songs & Artist,Streams,Daily,Artist,Country
 Mayores,728470812,190855.0,Becky G ,Canada
 LOKERA,728295564,871248.0,Rauw Alejandro ,Canada
 Raise Your Glass,727525933,473915.0,P!nk ,Canada
 Cold,726910754,217483.0,Maroon 5 ,Canada
 My Kind of Woman,726707098,626730.0,Mac DeMarco ,Canada
 SUBEME LA RADIO,726522165,174203.0,Enrique Iglesias ,Canada
 YEAH RIGHT,726297779,169519.0,Joji ,Canada
 Lucky You,726048786,114067.0,Eminem ,Canada
 Like A G6,725983366,361763.0,Far East Movement ,Canada
 Me Niego,725868933,309229.0,Reik ,Canada
 POPSTAR,725773571,99764.0,DJ Khaled ,Canada
 A Horse with No Name,725480186,620174.0,America ,Canada
 My Oh My,724985156,207597.0,Camila Cabello ,Canada
 OMG,724605451,447687.0,NewJeans ,Canada
 8TEEN,724334012,165646.0,Khalid ,Canada
 Evergreen,724141656,1711016.0,Richy Mitch & The Coal Miners ,Canada
 Walk of Life,723555339,430260.0,Dire Straits ,Canada
 She Looks So Perfect,723301027,264010.0,5 Seconds of Summer ,Canada
 La Bicicleta,722840398,251235.0,Carlos Vives ,Canada
 Let It Be,722807250,365290.0,The Beatles ,Canada
 Downtown,722804946,526514.0,Anitta ,Canada
 DDU,722580604,189418.0,BLACKPINK ,Canada
 I Will Wait,722457914,246000.0,Mumford & Sons ,Canada
 Teeth,721251716,394359.0,5 Seconds of Summer ,Canada
 Go Crazy,720732947,188223.0,Chris Brown ,Canada
 Mon Amour,720665392,289674.0,zzoilo ,Canada
 New Light,720617089,184073.0,John Mayer ,Canada
 Una Lady Como Tú,719924871,193917.0,Manuel Turizo ,Canada
 Runnin,719843417,670047.0,21 Savage ,Canada
 Try,719699362,567375.0,P!nk ,Canada
 Sola (Remix),718909238,275967.0,Anuel AA ,Canada
 Stuck In The Middle With You,718747872,396259.0,Stealers Wheel ,Canada
 Losin Control,718507132,160322.0,Russ ,Canada
 Magic,718327006,147166.0,Coldplay ,Canada
 Toxic,718150580,272423.0,BoyWithUke ,Canada
 Bandido,717795845,158827.0,Myke Towers ,Canada
 Bounce Back,717655173,59552.0,Big Sean ,Canada
 AMG,717495903,580525.0,Natanael Cano ,Canada
 Trance,716852908,826511.0,Metro Boomin ,Canada
 Good For You,716355812,242784.0,Selena Gomez ,Canada
 ORANGE SODA,716288854,356991.0,Baby Keem ,Canada
 Everyday,716212544,340927.0,A$AP Rocky ,Canada
 Don't Be Shy,716130360,316907.0,Tiësto ,Canada
 MURDER IN MY MIND,715423779,428062.0,Kordhell ,Canada
 Tiroteo,714742369,503308.0,Marc Seguí ,Canada
 I Love It (& Lil Pump),714636597,98538.0,Kanye West ,Canada
 Antidote,714493982,179161.0,Travis Scott ,Canada
 All Of The Lights,714470651,322977.0,Kanye West ,Canada
 Prada,714470342,791655.0,cassö ,Canada
 idfc,714365114,107457.0,blackbear ,Canada
 Like A Stone,714321201,437976.0,Audioslave ,Canada
 Heroes (we could be),714315531,158925.0,Alesso ,Canada
 Broken Clocks,714154726,756540.0,SZA ,Canada
 K.,713871830,809560.0,Cigarettes After Sex ,Canada
 Alors on danse,713635473,385903.0,Stromae ,Canada
 Wherever You Will Go,713423958,339877.0,The Calling ,Canada
Yo ,712888064,431598.0,Ne,Canada
 Shoota,712700628,246596.0,Playboi Carti ,Canada
 Break Stuff,712617040,826751.0,Limp Bizkit ,Canada
" ...And to Those I Love, Thanks for Sticking Around",712441492,372889.0,$uicideboy$ ,Canada
 Self Care,712237878,243954.0,Mac Miller ,Canada
 Primera Cita,711298367,1186448.0,Carin Leon ,Canada
 Hooked On A Feeling,711233130,381587.0,Blue Swede ,Canada
 Friends,711194370,638365.0,Chase Atlantic ,Canada
 Rosas,710947510,1047610.0,La Oreja de Van Gogh ,Canada
 On My Way,710660739,319568.0,Alan Walker ,Canada
 Jolene,710632601,486322.0,Dolly Parton ,Canada
 Summertime Sadness (Lana Del Rey Vs. Cedric Gervais),710474939,213848.0,Lana Del Rey ,Canada
 Enjoy the Silence,709796115,462480.0,Depeche Mode ,Canada
 Because of You,709684719,205524.0,Kelly Clarkson ,Canada
 Roll in Peace,708880777,171395.0,Kodak Black ,Canada
 Good Feeling,708029325,398552.0,Flo Rida ,Canada
 Young And Beautiful [Lana Del Rey vs. Cedric Gervais],707938230,268313.0,Lana Del Rey ,Canada
 Maneater,707330861,460576.0,Daryl Hall & John Oates ,Canada
 Strawberries & Cigarettes,707298055,309443.0,Troye Sivan ,Canada
 Lonely Together,707234799,141298.0,Avicii ,Canada
 Anyone,706707193,140895.0,Justin Bieber ,Canada
 Getaway Car,706640175,327976.0,Taylor Swift ,Canada
 Just Wanna Rock,706064376,321109.0,Lil Uzi Vert ,Canada
" Good Luck, Babe!",706042525,5123739.0,Chappell Roan ,Canada
 LOYALTY. FEAT. RIHANNA.,705940121,315261.0,Kendrick Lamar ,Canada
 Forever Young,705300874,1804908.0,Alphaville ,Canada
 Hasta la Raíz,705178774,592348.0,Natalia Lafourcade ,Canada
 Some Nights,705031522,237021.0,fun. ,Canada
 Crazy Train,704699081,337151.0,Ozzy Osbourne ,Canada
 Kiss Me Thru The Phone,704639447,365887.0,Soulja Boy ,Canada
 Dive,704541621,184949.0,Ed Sheeran ,Canada
 21 Questions,704149672,439976.0,50 Cent ,Canada
 Maneater,703646250,523132.0,Daryl Hall ,Canada
 Lonely,703165974,549525.0,Akon ,Canada
 How Long,703087492,192926.0,Charlie Puth ,Canada
 Otro Trago,702218100,74680.0,Sech ,Canada
 Billionaire,702188631,363384.0,Travie McCoy ,Canada
 PRC,702051114,287267.0,Peso Pluma ,Canada
 my ex's best friend,701988494,213206.0,mgk ,Canada
 watch,701448239,373319.0,Billie Eilish ,Canada
 Never Really Over,701299649,116518.0,Katy Perry ,Canada
 18,700918407,324072.0,One Direction ,Canada
 Hands To Myself,700828430,107187.0,Selena Gomez ,Canada
 Karma Chameleon,700394296,385243.0,Culture Club ,Canada
 Stir Fry,700261133,213320.0,Migos ,Canada
 All Falls Down,700087777,580554.0,Kanye West ,Canada
 Robarte un Beso,699941814,264520.0,Carlos Vives ,Canada
 Start Me Up,699561315,428951.0,The Rolling Stones ,Canada
 Ella Y Yo,698868273,512491.0,Aventura ,Canada
 Legends,698629602,181163.0,Juice WRLD ,Canada
 Bad Things,697632029,126063.0,mgk ,Canada
 Still Don't Know My Name,697137518,208776.0,Labrinth ,Canada
 Pure Cocaine,696160508,421666.0,Lil Baby ,Canada
 Yo Voy,695990852,382888.0,Zion & Lennox ,Canada
 Weak,695757605,98771.0,AJR ,Canada
 Love Again,695558133,409176.0,Dua Lipa ,Canada
 Midnight Rain,695445222,300292.0,Taylor Swift ,Canada
 A Mí,695344678,611955.0,Rels B ,Canada
 Here With Me,694646529,170018.0,Marshmello ,Canada
 Permission to Dance,694560749,177437.0,BTS ,Canada
 No Hands,694407389,347453.0,Waka Flocka Flame ,Canada
 Everytime We Touch,694395730,393426.0,Cascada ,Canada
 oui,694088473,222004.0,Jeremih ,Canada
 ball w/o you,694068937,385877.0,21 Savage ,Canada
 Wicked Game,693590530,606957.0,Chris Isaak ,Canada
 Según Quién,693589367,1469927.0,Maluma ,Canada
 Glock In My Lap,693108263,749549.0,21 Savage ,Canada
Pain ,692758300,556391.0,T,Canada
 Take It Easy,692546358,404087.0,Eagles ,Canada
 Best Friend,692439735,223854.0,Rex Orange County ,Canada
 At My Worst (Nikhita Gandhi Remix),692418037,296840.0,Pink Sweat$ ,Canada
 Pain,692270463,1010335.0,PinkPantheress ,Canada
 Single Ladies (Put a Ring on It),691945585,333432.0,Beyoncé ,Canada
 BESO,691724752,382602.0,ROSALÍA ,Canada
 Cúrame,691544415,645549.0,Rauw Alejandro ,Canada
 More Than Words,691092670,307049.0,Extreme ,Canada
 Shut Down,690775816,328161.0,BLACKPINK ,Canada
 Lights Up,690335250,87490.0,Harry Styles ,Canada
 Caraluna,690267628,343035.0,Bacilos ,Canada
 We Are Never Ever Getting Back Together,690149690,164303.0,Taylor Swift ,Canada
 Friends,689720435,75815.0,Justin Bieber ,Canada
 Here Without You,689013527,329981.0,3 Doors Down ,Canada
 Secret Love Song,688559037,198864.0,Little Mix ,Canada
 Free Bird,688457608,375647.0,Lynyrd Skynyrd ,Canada
 Sundress,687839882,514806.0,A$AP Rocky ,Canada
 Nobody Gets Me,687484479,852283.0,SZA ,Canada
 Stronger (What Doesn't Kill You),687124725,272643.0,Kelly Clarkson ,Canada
 Yesterday,687022997,414153.0,The Beatles ,Canada
 La Jeepeta,686761963,126537.0,Nio Garcia ,Canada
 Count on Me,686431265,326209.0,Bruno Mars ,Canada
 Imagine,686169642,349148.0,John Lennon ,Canada
 Cooler Than Me,685940895,535172.0,Mike Posner ,Canada
 Ignorantes,685862958,112639.0,Bad Bunny ,Canada
 No Promises,685505045,66580.0,Cheat Codes ,Canada
 Hasta Que Dios Diga,685295878,227484.0,Anuel AA ,Canada
 Please Don't Go,684960577,74494.0,Joel Adams ,Canada
 Wild World,684947470,300309.0,Yusuf / Cat Stevens ,Canada
 Money Longer,684806244,227061.0,Lil Uzi Vert ,Canada
 Sunsetz,684664179,830158.0,Cigarettes After Sex ,Canada
 I'm a Mess,684450374,109620.0,Bebe Rexha ,Canada
 Paper Rings,684362878,297506.0,Taylor Swift ,Canada
 Freaky Friday,684006939,134961.0,Lil Dicky ,Canada
 The Sweet Escape,683637838,444779.0,Gwen Stefani ,Canada
 Blood // Water,683430151,405198.0,grandson ,Canada
 Ahora Dice,683243779,236189.0,Chris Jedi ,Canada
 Giant,683222142,135452.0,Calvin Harris ,Canada
 All Around The World (La La La),683195159,236095.0,R3HAB ,Canada
 Teenage Dirtbag,682629513,476322.0,Wheatus ,Canada
 Be Kind,682147473,151551.0,Marshmello ,Canada
 Headlines,682075737,327563.0,Drake ,Canada
 Unsteady,681786249,177844.0,X Ambassadors ,Canada
 Where's My Love,681197830,629723.0,SYML ,Canada
 People,680965073,550341.0,Libianca ,Canada
 Sex,680809073,43095.0,Cheat Codes ,Canada
 Fantasias,680351656,162205.0,Rauw Alejandro ,Canada
" 1, 2, 3",679976500,144501.0,Sofía Reyes ,Canada
 Botella Tras Botella,679308410,326330.0,Gera MX ,Canada
 Unconditionally,678464552,360457.0,Katy Perry ,Canada
 Mambo No. 5 (a Little Bit of...),677901385,348620.0,Lou Bega ,Canada
 Fly Me To The Moon (In Other Words),677198891,307295.0,Frank Sinatra ,Canada
 The Greatest,677195580,72925.0,Sia ,Canada
 Just Wanna Rock,676421811,398761.0,Lil Uzi Vert ,Canada
 Little Dark Age,675898976,362450.0,MGMT ,Canada
 All Night,675857696,87103.0,The Vamps ,Canada
 You Get Me So High,675282710,846088.0,The Neighbourhood ,Canada
 Carry on Wayward Son,675207700,387415.0,Kansas ,Canada
 brutal,675065734,316639.0,Olivia Rodrigo ,Canada
 My Songs Know What You Did In The Dark (Light Em Up),675000350,261139.0,Fall Out Boy ,Canada
 La La La,674626996,285602.0,Naughty Boy ,Canada
 Water Under the Bridge,674609902,258686.0,Adele ,Canada
 Swang,674353491,165589.0,Rae Sremmurd ,Canada
 Whatcha Say,674254186,270257.0,Jason Derulo ,Canada
 Girl on Fire,674204400,282967.0,Alicia Keys ,Canada
 Kickstart My Heart,674116657,393684.0,Mötley Crüe ,Canada
 Trumpets,674081225,125583.0,Jason Derulo ,Canada
 Tunnel Vision,673898151,171356.0,Kodak Black ,Canada
 Eenie Meenie,673457232,423244.0,Justin Bieber ,Canada
 King,673318777,332389.0,Olly Alexander (Years & Years) ,Canada
 METAMORPHOSIS,673305399,431662.0,INTERWORLD ,Canada
 Tacones Rojos,672709977,318095.0,Sebastian Yatra ,Canada
 DUELE EL CORAZON,672538284,152566.0,Enrique Iglesias ,Canada
 Dura,671490212,116996.0,Daddy Yankee ,Canada
 Boyfriend,671281337,298352.0,Dove Cameron ,Canada
 Lovefool,671111494,548410.0,The Cardigans ,Canada
 Naive,670813626,333588.0,The Kooks ,Canada
 Amorfoda,670738741,184698.0,Bad Bunny ,Canada
 Say It Right,670470639,431903.0,Nelly Furtado ,Canada
 Best I Ever Had,670027720,252163.0,Drake ,Canada
Eazy ,669340521,81391.0,G,Canada
 Power Trip,669156890,366624.0,J. Cole ,Canada
 Ferrari,669075038,396285.0,James Hype ,Canada
 Naked,668911728,168773.0,James Arthur ,Canada
 Feliz Navidad,668740166,52552.0,José Feliciano ,Canada
 All I Ask,668600794,328000.0,Adele ,Canada
 You Belong With Me,668330605,203184.0,Taylor Swift ,Canada
 Right Round,667738606,434099.0,Flo Rida ,Canada
 Can You Feel My Heart,666940571,321356.0,Bring Me The Horizon ,Canada
 Go Fuck Yourself,666790138,163865.0,Two Feet ,Canada
 You & Me,666676717,215813.0,Disclosure ,Canada
 The Climb,666659319,241047.0,Miley Cyrus ,Canada
 YOSEMITE,666646540,164027.0,Travis Scott ,Canada
 Traicionera,666639729,144987.0,Sebastian Yatra ,Canada
 Summer Days,666509727,136327.0,Martin Garrix ,Canada
 Same Old Love,666252437,192703.0,Selena Gomez ,Canada
 Red Red Wine,666019122,388094.0,UB40 ,Canada
 For What It's Worth,665810063,382095.0,Buffalo Springfield ,Canada
 Up,665641992,191702.0,Cardi B ,Canada
 So What,665395511,326109.0,P!nk ,Canada
 Love On Top,665271984,202354.0,Beyoncé ,Canada
 Devuélveme a mi chica,664951343,436025.0,Hombres G ,Canada
 Intro,664803752,191093.0,The xx ,Canada
 There Is a Light That Never Goes Out,663964880,646731.0,The Smiths ,Canada
 9 to 5,663890198,460269.0,Dolly Parton ,Canada
 Rock Your Body,663630716,569389.0,Justin Timberlake ,Canada
 Leave Me Alone,663472432,119407.0,Flipp Dinero ,Canada
 Black Magic,662570183,200718.0,Little Mix ,Canada
 Kill Yourself (Part III),662555657,314755.0,$uicideboy$ ,Canada
 Ditto,662511438,448871.0,NewJeans ,Canada
 3D,662489056,888933.0,Jung Kook ,Canada
 Best of You,662151909,238970.0,Foo Fighters ,Canada
 Plug Walk,662047062,82443.0,Rich The Kid ,Canada
 Black and Yellow,661528205,235672.0,Wiz Khalifa ,Canada
 Feather,661252745,1233655.0,Sabrina Carpenter ,Canada
 NEW MAGIC WAND,661087359,529920.0,"Tyler, The Creator ",Canada
 Hymn for the Weekend,661017746,49584.0,Coldplay ,Canada
 Hollaback Girl,660751367,338130.0,Gwen Stefani ,Canada
 Hit 'Em Up,660700906,503661.0,2Pac ,Canada
 Miss You,660505379,284432.0,Oliver Tree ,Canada
 Chasin' You,660136767,454063.0,Morgan Wallen ,Canada
 CAN'T SAY,660118514,618653.0,Travis Scott ,Canada
 Girls Need Love,659611178,300886.0,Summer Walker ,Canada
 all the good girls go to hell,659244380,163805.0,Billie Eilish ,Canada
 Gold,659182328,85780.0,Kiiara ,Canada
 Mount Everest,658676562,690507.0,Labrinth ,Canada
 Come On Eileen,658477059,286469.0,Dexys Midnight Runners ,Canada
 Notion,658079473,547240.0,The Rare Occasions ,Canada
 When You Were Young,657859698,291423.0,The Killers ,Canada
 It Must Have Been Love,657710154,728084.0,Roxette ,Canada
 When You Love Someone,657641664,115764.0,James TW ,Canada
 (I Just) Died In Your Arms,657311740,391125.0,Cutting Crew ,Canada
 Cuando Nadie Ve,657266728,348789.0,Morat ,Canada
 Envolver,657129850,276583.0,Anitta ,Canada
 La Grange (2005 Remaster),657074693,686487.0,ZZ Top ,Canada
 10 Freaky Girls,656968071,238113.0,Metro Boomin ,Canada
 YOUTH,656826279,107029.0,Troye Sivan ,Canada
 Capsize,656375473,65705.0,FRENSHIP ,Canada
 Believe,656293190,548814.0,Cher ,Canada
 Skinny Love,656052200,217975.0,Bon Iver ,Canada
 Suge,655981890,83452.0,DaBaby ,Canada
 Kiss and Make Up,655917472,224872.0,Dua Lipa ,Canada
 Brazil,655740520,674225.0,Declan McKenna ,Canada
 champagne problems,655421920,382761.0,Taylor Swift ,Canada
 Fiel,655320889,124232.0,Los Legendarios ,Canada
 I Miss You,654986568,52822.0,Clean Bandit ,Canada
 Novacane,654579621,573253.0,Frank Ocean ,Canada
 Love Myself,654548787,104001.0,Hailee Steinfeld ,Canada
 Chasing Pavements,654350066,418378.0,Adele ,Canada
 One Right Now,654091792,184762.0,Post Malone ,Canada
 She Got the Best of Me,653767193,740588.0,Luke Combs ,Canada
 Fortnight,653657575,1546641.0,Taylor Swift ,Canada
 Collard Greens,653532980,293294.0,ScHoolboy Q ,Canada
 Car's Outside,653340947,706347.0,James Arthur ,Canada
 Rasputin,653280824,446991.0,Majestic ,Canada
 Are You Gonna Be My Girl,653246639,586682.0,Jet ,Canada
 Last Nite,653019002,267661.0,The Strokes ,Canada
 Ocean Drive,652712703,254135.0,Duke Dumont ,Canada
 Heaven,652517254,429775.0,Bryan Adams ,Canada
 Gucci Gang,652177783,33498.0,Lil Pump ,Canada
 Bad At Love,652055727,179567.0,Halsey ,Canada
 Me Dediqué a Perderte,651557050,560459.0,Alejandro Fernández ,Canada
" Signed, Sealed, Delivered (I'm Yours)",651290637,276734.0,Stevie Wonder ,Canada
 We Belong Together,651210951,425514.0,Mariah Carey ,Canada
 Nothin’ on You,651018920,429883.0,B.o.B ,Canada
 Secrets,650748959,257056.0,OneRepublic ,Canada
 Can We Kiss Forever?,650333693,147605.0,Kina ,Canada
 The Kill,650247685,467150.0,Thirty Seconds To Mars ,Canada
 1979,649830593,391433.0,The Smashing Pumpkins ,Canada
 Wasted,649473933,258691.0,Juice WRLD ,Canada
 Come and Get Your Love,649241585,774072.0,Redbone ,Canada
 SOLO,649128231,215259.0,JENNIE ,Canada
 Hecha Pa' Mi,648432131,173007.0,Boza ,Canada
 DNA,648228726,138334.0,BTS ,Canada
 I Had Some Help (Feat. Morgan Wallen),648104581,2480229.0,Post Malone ,Canada
 Flames,647904753,56505.0,David Guetta ,Canada
 Take What You Want,647903738,210914.0,Post Malone ,Canada
 Pa' Que Retozen,647854886,554136.0,Tego Calderón ,Canada
 Vivir Mi Vida,647432951,289822.0,Marc Anthony ,Canada
 This City,647384998,148466.0,Sam Fischer ,Canada
 Take Care,646594651,227143.0,Drake ,Canada
 Good as Hell,646143954,200249.0,Lizzo ,Canada
 Nena Maldición,645784654,296004.0,Paulo Londra ,Canada
 Tattoo,645783391,209237.0,Rauw Alejandro ,Canada
 She Knows,645764488,186677.0,J. Cole ,Canada
 Respect,645604777,307078.0,Aretha Franklin ,Canada
 Blue (Da Ba Dee),645497852,265577.0,Eiffel 65 ,Canada
 Vienna,645195497,537735.0,Billy Joel ,Canada
 Underneath the Tree,645111321,58120.0,Kelly Clarkson ,Canada
 breathin,644659124,97594.0,Ariana Grande ,Canada
 Uprising,644408807,413087.0,Muse ,Canada
 Ribs,644325710,373498.0,Lorde ,Canada
 Paparazzi,644001570,517999.0,Lady Gaga ,Canada
 Bubbly,643980354,220644.0,Colbie Caillat ,Canada
" Whenever, Wherever",643902910,442191.0,Shakira ,Canada
 Bleed It Out,643589406,483142.0,Linkin Park ,Canada
 Lithium,643139660,319627.0,Nirvana ,Canada
 Midnight Sky,642808852,132479.0,Miley Cyrus ,Canada
 Mary On A Cross,642556704,520527.0,Ghost ,Canada
 I Want To Break Free,642542261,228536.0,Queen ,Canada
 Love Again,642320839,286822.0,Dua Lipa ,Canada
 Young,642155023,455765.0,Vacations ,Canada
 Come Get Her,642149834,174872.0,Rae Sremmurd ,Canada
 Sanctuary,641861593,337186.0,Joji ,Canada
 Mrs. Robinson,641394472,600364.0,Simon & Garfunkel ,Canada
 Takeaway,641329711,98445.0,The Chainsmokers ,Canada
 How Far I'll Go,641037863,314471.0,Auli'i Cravalho ,Canada
 To Build A Home,640926794,310591.0,The Cinematic Orchestra ,Canada
 Before He Cheats,640736996,415617.0,Carrie Underwood ,Canada
 You Can't Hurry Love,640504971,271890.0,Phil Collins ,Canada
 Bloom,639852268,521964.0,The Paper Kites ,Canada
 Drive,639779793,288836.0,Incubus ,Canada
 Born This Way,639492421,240679.0,Lady Gaga ,Canada
 Die A Happy Man,639312630,181178.0,Thomas Rhett ,Canada
 PUNTO G,638907795,346244.0,Quevedo ,Canada
 Sweet Disposition,638881230,385430.0,The Temper Trap ,Canada
 Jessie's Girl,638852981,491471.0,Rick Springfield ,Canada
 Sensualidad,638792520,147283.0,Bad Bunny ,Canada
 Weekend,638405082,281037.0,Mac Miller ,Canada
 You've Got The Love,638328080,387322.0,Florence + The Machine ,Canada
 Me and Your Mama,637972994,442657.0,Childish Gambino ,Canada
 Superstition,637968458,277280.0,Stevie Wonder ,Canada
 Be the One,637879147,155323.0,Dua Lipa ,Canada
 Here,637751269,210373.0,Alessia Cara ,Canada
 Rescue Me,637632963,166661.0,OneRepublic ,Canada
 The Final Countdown,637503437,316756.0,Europe ,Canada
 Your Song,637396985,68016.0,Rita Ora ,Canada
" Alone, Pt. II",637304633,278597.0,Alan Walker ,Canada
 Gimme Shelter,637130421,285821.0,The Rolling Stones ,Canada
 You're The One That I Want,636817492,195641.0,John Travolta ,Canada
 Leave a Light On,636688256,187124.0,Tom Walker ,Canada
 Radio,635869698,388942.0,Lana Del Rey ,Canada
 No Time To Die,635744782,234751.0,Billie Eilish ,Canada
 La Gozadera,635680548,221862.0,Gente De Zona ,Canada
 NO,635675581,216716.0,Meghan Trainor ,Canada
 One More Time,635562004,259576.0,Daft Punk ,Canada
 Rojo,635441813,207930.0,J Balvin ,Canada
 I Say a Little Prayer,635015158,314304.0,Aretha Franklin ,Canada
 This Feeling,634710423,113174.0,The Chainsmokers ,Canada
 TV,634503366,637496.0,Billie Eilish ,Canada
 Good Time,634482701,335618.0,Owl City ,Canada
 You Don't Know Me,634245363,124039.0,Jax Jones ,Canada
 After The Storm,634120478,412275.0,Kali Uchis ,Canada
 Nothing's Gonna Stop Us Now,634060779,420867.0,Starship ,Canada
 Violent Crimes,634001924,543761.0,Kanye West ,Canada
 Superheroes,633299949,189674.0,The Script ,Canada
 Whole Lotta Love,633156412,237202.0,Led Zeppelin ,Canada
 OTW,632887971,90957.0,Khalid ,Canada
 I KNOW ?,632659790,789277.0,Travis Scott ,Canada
 Psychosocial,632588458,488755.0,Slipknot ,Canada
 On Melancholy Hill,632232221,402994.0,Gorillaz ,Canada
" You're On Your Own, Kid",632224906,406977.0,Taylor Swift ,Canada
 You Can Call Me Al,632161877,233050.0,Paul Simon ,Canada
 Hurt,632004049,184517.0,Johnny Cash ,Canada
 Rude Boy,631908017,382136.0,Rihanna ,Canada
 Don't Dream It's Over,631814289,585819.0,Crowded House ,Canada
 Can't Tell Me Nothing,631770858,430996.0,Kanye West ,Canada
 Ignition,630910041,124900.0,R. Kelly ,Canada
 Close To Me,630372381,69480.0,Ellie Goulding ,Canada
 Supermassive Black Hole,630294269,433759.0,Muse ,Canada
 Stay High,630247611,124779.0,Tove Lo ,Canada
 NO SE VA,630117892,587202.0,Grupo Frontera ,Canada
 Habits (Stay High),629870714,124970.0,Tove Lo ,Canada
 Where Them Girls At,629731679,416658.0,David Guetta ,Canada
 Easy,629658619,397925.0,Commodores ,Canada
 Meet Me At Our Spot,629555570,187622.0,THE ANXIETY ,Canada
 Vente Pa' Ca,629172100,153199.0,Ricky Martin ,Canada
 do re mi,629087933,90999.0,blackbear ,Canada
 All Eyez On Me,628910295,299973.0,2Pac ,Canada
 (Everything I Do) I Do It For You,628837297,339400.0,Bryan Adams ,Canada
 Pursuit Of Happiness,628792512,188112.0,Kid Cudi ,Canada
 Talking Body,628592455,167574.0,Tove Lo ,Canada
 Say My Name,628509556,150976.0,David Guetta ,Canada
 All My Friends,628409435,98124.0,Snakehips ,Canada
 Let It Snow! Let It Snow! Let It Snow!,628396077,77625.0,Dean Martin ,Canada
 The Sound of Silence,628244943,549285.0,Simon & Garfunkel ,Canada
 El Efecto,627892794,442601.0,Rauw Alejandro ,Canada
 King Kunta,627860478,182960.0,Kendrick Lamar ,Canada
 Black Skinhead,627742341,135314.0,Kanye West ,Canada
 My Name Is,627365532,212946.0,Eminem ,Canada
 Pa' Olvidarme De Ella,626985624,214168.0,Piso 21 ,Canada
 Adiós Amor,626982528,287294.0,Christian Nodal ,Canada
 Electricity,626875957,89740.0,Silk City ,Canada
 I Know What You Did Last Summer,626821233,145797.0,Shawn Mendes ,Canada
 Bonita,626768276,202918.0,J Balvin ,Canada
 Meet Me Halfway,626666192,908767.0,Black Eyed Peas ,Canada
 Ain't Shit,626664512,261605.0,Doja Cat ,Canada
 El Merengue,626641784,1033148.0,Marshmello ,Canada
 Irreplaceable,626302952,240248.0,Beyoncé ,Canada
 On The Floor,626069377,517676.0,Jennifer Lopez ,Canada
 Thriller,625941442,354193.0,Michael Jackson ,Canada
 Can I Call You Tonight?,625514410,284145.0,Dayglow ,Canada
 Get Into It (Yuh),625511650,199333.0,Doja Cat ,Canada
 Andas En Mi Cabeza,625502713,228303.0,Chino & Nacho ,Canada
 Come and See Me,625498112,164142.0,PARTYNEXTDOOR ,Canada
 Madura,625394519,426915.0,Cosculluela ,Canada
 Relación,625352975,83168.0,Sech ,Canada
 Lonely Day,625256618,458170.0,System Of A Down ,Canada
 Gorgeous,625169115,234748.0,Taylor Swift ,Canada
 I Follow Rivers,624966859,326387.0,Lykke Li ,Canada
 Little Things,624924152,153125.0,One Direction ,Canada
 F.N,624709072,,Lil Tjay ,Canada
 What A Wonderful World,624625284,407755.0,Louis Armstrong ,Canada
 Bad Blood,624598156,189162.0,Taylor Swift ,Canada
 Famous,624492189,124754.0,Kanye West ,Canada
 HP,624291047,89162.0,Maluma ,Canada
 Drunk in Love,624048599,179366.0,Beyoncé ,Canada
 Crawling,623994288,519416.0,Linkin Park ,Canada
 Drop It Like It's Hot,623833133,273603.0,Snoop Dogg ,Canada
 Most Girls,623791271,68063.0,Hailee Steinfeld ,Canada
 You & I,622465794,245229.0,One Direction ,Canada
 As If It's Your Last,622282747,247054.0,BLACKPINK ,Canada
 Heading South,622116167,982457.0,Zach Bryan ,Canada
 Tequila,622023355,123864.0,Dan + Shay ,Canada
 Sobrio,621314752,333721.0,Maluma ,Canada
 La Corriente,621274583,215120.0,Bad Bunny ,Canada
 Comfortably Numb,621031524,251419.0,Pink Floyd ,Canada
 Say Yes To Heaven,620970941,1005973.0,Lana Del Rey ,Canada
 Bad,620686368,121956.0,David Guetta ,Canada
 Legends Never Die,620057651,241773.0,League of Legends ,Canada
 Company,620036712,232694.0,Justin Bieber ,Canada
 Fireball,619818884,508285.0,Pitbull ,Canada
 Even Flow,619645404,316309.0,Pearl Jam ,Canada
 Monster (Shawn Mendes & Justin Bieber),619484478,127546.0,Shawn Mendes ,Canada
 Call You Mine,619393482,67120.0,The Chainsmokers ,Canada
 Sunday Morning,619338948,337572.0,Maroon 5 ,Canada
 Heartless,619334392,644956.0,Diplo ,Canada
 The Diary of Jane,618823938,296490.0,Breaking Benjamin ,Canada
 Listen to the Music,618592645,376379.0,The Doobie Brothers ,Canada
" Dance, Dance",618288535,265238.0,Fall Out Boy ,Canada
" Lo Que Pasó, Pasó",618125281,861263.0,Daddy Yankee ,Canada
 I Don't Wanna Do This Anymore,617923639,412985.0,XXXTENTACION ,Canada
 Holly Jolly Christmas,617916154,44377.0,Michael Bublé ,Canada
 Can We Kiss Forever?,617681058,179852.0,Kina ,Canada
 Fuentes de Ortiz,617651283,323351.0,Ed Maverick ,Canada
 Marvins Room,617343654,188301.0,Drake ,Canada
 La player (Bandolera),617252494,142774.0,Zion & Lennox ,Canada
 Forever,617190150,234931.0,Drake ,Canada
 Tenerife Sea,616633536,141142.0,Ed Sheeran ,Canada
" Ay, DiOs Mío!",616338902,128917.0,KAROL G ,Canada
 Darkside,616286836,211148.0,Alan Walker ,Canada
 Cigarettes out the Window,616073655,1051646.0,TV Girl ,Canada
